ARQUIVO: sinapi - PLANILHA: Planilha1
DATA DA CONVERSÃO: 28/06/2025 11:44


CODIGO  DESCRICAO                                                                                                                                                                                                                                                                                                                                                                     UNIDADE  PRECO_UNITARIO  FONTE 
103371  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                    M2       78,39           sinapi
103332  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X14X19 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                M2       94,36           sinapi
103333  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X14X19 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                      M2       95,32           sinapi
103352  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X14X24 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                M2       82,18           sinapi
103353  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X14X24 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                      M2       83,08           sinapi
103328  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X19X19 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                M2       75,80           sinapi
103329  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X19X19 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                      M2       76,64           sinapi
103356  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X19X29 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                M2       53,07           sinapi
103357  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X19X29 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                      M2       53,78           sinapi
103364  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                M2       45,11           sinapi
103365  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                      M2       45,53           sinapi
103350  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X9X19 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                 M2       138,98          sinapi
103351  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA HORIZONTAL DE 9X9X19 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                       M2       140,21          sinapi
103344  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 11,5X19X29 CM (ESPESSURA 11,5 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                            M2       73,27           sinapi
103345  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 11,5X19X29 CM (ESPESSURA 11,5 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                  M2       74,39           sinapi
103348  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 11,5X19X39 CM (ESPESSURA 11,5 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                            M2       62,96           sinapi
103349  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 11,5X19X39 CM (ESPESSURA 11,5 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                  M2       63,98           sinapi
103346  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 14X19X29 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                M2       80,38           sinapi
103347  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 14X19X29 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                      M2       81,58           sinapi
103324  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                M2       70,84           sinapi
103325  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                      M2       71,92           sinapi
103326  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                M2       83,70           sinapi
103327  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                      M2       84,97           sinapi
103322  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                  M2       54,23           sinapi
103323  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS FURADOS NA VERTICAL DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                        M2       55,19           sinapi
103338  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                 M2       129,33          sinapi
103339  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                       M2       130,27          sinapi
103340  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                 M2       159,69          sinapi
103341  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                       M2       160,87          sinapi
103336  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                   M2       99,90           sinapi
103337  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO APARENTE DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                         M2       100,70          sinapi
103342  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 14X19X29 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                          M2       139,70          sinapi
103343  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 14X19X29 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                                M2       140,74          sinapi
103318  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                          M2       118,36          sinapi
103319  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 14X19X39 CM (ESPESSURA 14 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                                M2       119,30          sinapi
103320  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                          M2       144,24          sinapi
103321  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 19X19X39 CM (ESPESSURA 19 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                                M2       145,42          sinapi
103316  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_12/2021                                                                                                                                                                                                                            M2       92,82           sinapi
103317  ALVENARIA DE VEDAÇÃO DE BLOCOS VAZADOS DE CONCRETO DE 9X19X39 CM (ESPESSURA 9 CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO MANUAL. AF_12/2021                                                                                                                                                                                                                                  M2       93,62           sinapi
101166  ALVENARIA DE EMBASAMENTO COM BLOCO ESTRUTURAL DE CERÂMICA, DE 14X19X29CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                                     M3       590,03          sinapi
101165  ALVENARIA DE EMBASAMENTO COM BLOCO ESTRUTURAL DE CONCRETO, DE 14X19X29CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                                     M3       1.175,48        sinapi
101163  ALVENARIA DE VEDAÇÃO COM BLOCO DE VIDRO VAZADO, TIPO VENEZIANA, DE 6X20X20CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                                 M2       746,19          sinapi
101164  ALVENARIA DE VEDAÇÃO COM BLOCO DE VIDRO, TIPO CANELADO, DE 8X19X19CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                                         M2       759,61          sinapi
101162  ALVENARIA DE VEDAÇÃO COM ELEMENTO VAZADO DE CERÂMICA (COBOGÓ) DE 7X20X20CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                                   M2       132,40          sinapi
101161  ALVENARIA DE VEDAÇÃO COM ELEMENTO VAZADO DE CONCRETO (COBOGÓ) DE 7X50X50CM E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                                   M2       283,79          sinapi
101160  ALVENARIA DE VEDAÇÃO DE BLOCO DE SOLO-CIMENTO (TIJOLO ECOLÓGICO) DE 7X15X30CM (ESPESSURA 15CM). AF_05/2020                                                                                                                                                                                                                                                                    M2       0,00            sinapi
101159  ALVENARIA DE VEDAÇÃO DE BLOCOS CERÂMICOS MACIÇOS DE 5X10X20CM (ESPESSURA 10CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                               M2       118,17          sinapi
101154  ALVENARIA DE VEDAÇÃO DE BLOCOS DE CONCRETO CELULAR DE 10X30X60CM (ESPESSURA 10CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                            M2       131,76          sinapi
101155  ALVENARIA DE VEDAÇÃO DE BLOCOS DE CONCRETO CELULAR DE 15X30X60CM (ESPESSURA 15CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                            M2       184,45          sinapi
101156  ALVENARIA DE VEDAÇÃO DE BLOCOS DE CONCRETO CELULAR DE 20X30X60CM (ESPESSURA 20CM) E ARGAMASSA DE ASSENTAMENTO COM PREPARO EM BETONEIRA. AF_05/2020                                                                                                                                                                                                                            M2       270,68          sinapi
101158  ALVENARIA DE VEDAÇÃO DE BLOCOS DE GESSO DE 10X50X66CM (ESPESSURA 10CM). AF_05/2020                                                                                                                                                                                                                                                                                            M2       94,58           sinapi
101157  ALVENARIA DE VEDAÇÃO DE BLOCOS DE GESSO DE 7X50X66CM (ESPESSURA 7CM). AF_05/2020                                                                                                                                                                                                                                                                                              M2       71,18           sinapi
